title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Harbin District,"This dataset contains the data about the imports, exports and transit trade occurred in the Harbin District.",7/19/2024,"Mika, Katherine, 2024, ""Harbin District"", https://doi.org/10.7910/DVN/SB3EL7, Harvard Dataverse, V1, UNF:6:G+4SsKDNHHxd4FQY4oIk3w== [fileUNF]","Data, Inwards, Outwards, Inland Transit, Transit Trade, Chinese ports",NA,NA,"Harbin, China",46.8,45.5,125,127,NA,1/1/1922,12/31/1928
